age,fnlwgt,hours-per-week,race
36,411797,35,0
25,178843,15,0
42,136177,38,0
35,243409,40,0
43,258049,53,0
34,164748,40,0
50,24185,38,0
30,167476,60,0
44,106900,44,0
52,53497,40,0
35,335704,60,0
36,211022,40,0
30,163003,52,2
36,77146,45,0
39,67433,40,0
25,458549,96,0
26,190469,40,0
20,195411,20,1
20,216889,40,0
70,336007,20,0
26,167350,50,0
24,241857,35,1
48,125892,40,0
62,272209,99,1
48,175221,40,0
52,180195,40,0
25,38090,44,0
58,310085,40,0
40,118686,45,0
29,112963,40,0
45,120131,52,0
19,43937,20,0
37,210438,40,1
23,176724,40,0
31,113364,60,0
64,73986,20,0
28,197932,16,0
32,193285,40,0
49,223342,44,0
35,49749,40,0
19,211553,35,0
45,201865,45,0
39,322143,70,0
55,158702,45,1
46,275625,60,2
19,206599,16,0
29,89813,40,0
25,156848,35,0
37,162494,40,0
30,205407,40,0
28,375313,40,2
36,930948,56,1
32,127895,35,1
34,248754,40,0
34,188096,36,0
20,216811,40,0
27,113870,40,0
36,343052,40,0
35,280966,40,0
37,42044,35,0
32,309513,50,0
32,163604,20,0
52,224198,48,0
50,338283,40,0
23,242375,30,0
25,81286,45,0
21,243368,50,0
31,217803,32,0
31,323020,30,0
41,34278,40,0
47,184579,60,0
20,210781,10,0
20,142673,45,0
29,131714,25,1
51,74784,40,0
30,181372,33,0
23,62507,12,0
48,155664,35,0
39,174924,40,0
62,113440,35,0
22,147227,30,0
46,207022,40,0
51,123011,35,0
20,184678,32,0
40,182437,50,0
31,98639,40,0
30,174201,40,0
52,123780,38,0
20,374116,40,0
37,212005,40,0
65,123965,40,0
40,242619,40,0
60,138502,48,0
27,113635,35,0
62,664366,60,0
53,218311,35,0
38,278557,50,0
49,314773,40,0
21,194861,40,0
18,400616,40,0
25,208117,40,0
36,184498,40,0
52,117674,55,0
19,162621,14,0
23,368739,40,0
63,196994,15,0
63,420629,45,0
62,245491,40,0
51,276456,30,0
76,169133,30,0
50,99307,45,0
45,120131,50,0
44,456236,45,0
51,107123,40,1
42,125461,35,0
43,36924,40,0
53,167065,40,0
29,53642,40,0
41,154668,40,0
44,102238,40,0
35,54595,40,1
27,152951,40,0
35,257042,50,0
60,74243,30,0
49,149049,45,0
33,117186,45,0
35,178322,40,0
31,286911,38,0
54,203635,60,0
57,177271,35,0
30,149427,45,0
45,101656,40,2
41,274363,42,0
25,241025,18,0
51,338836,40,0
42,210534,40,0
28,95725,45,0
47,178013,20,0
53,167410,40,3
31,158162,50,0
46,241935,40,1
25,406955,40,0
47,341762,40,0
26,239303,50,0
30,38848,40,0
48,54744,40,0
22,332194,40,1
32,154950,30,0
33,196342,45,0
31,201292,40,0
43,339767,20,0
26,250066,40,0
34,318886,40,1
50,124076,40,0
30,242122,40,1
17,34019,20,0
35,230754,40,1
29,213842,40,0
27,196386,40,0
32,62165,40,1
34,134737,40,0
32,515629,40,0
47,119199,40,0
40,90222,40,0
26,28443,40,0
30,159442,40,0
54,315804,40,0
53,135840,55,0
38,81232,40,0
43,118001,40,1
25,207875,20,0
39,164898,40,0
57,170066,25,0
47,111994,34,0
45,166636,35,1
24,61737,40,0
32,241885,40,0
25,234190,35,0
57,230899,40,0
28,114158,24,0
28,222442,51,0
27,157612,55,0
28,199903,20,0
74,292627,40,1
44,156687,42,2
27,369522,45,0
61,226297,40,0
25,356017,99,0
28,189257,24,1
20,157541,40,0
33,69251,40,2
38,272944,40,0
31,113667,25,1
40,222011,45,0
43,191196,55,0
38,169104,60,0
19,146679,30,1
56,226985,50,0
38,153066,45,0
30,159303,4,0
22,200109,40,0
18,109445,25,0
68,99491,20,0
35,172571,50,0
42,143582,48,2
32,207113,40,0
43,192712,40,0
30,154297,40,1
62,238913,24,0
38,110402,40,0
27,207213,40,0
28,606111,60,0
26,34112,40,0
21,119156,20,0
19,249787,40,1
20,153516,30,0
25,260754,40,1
28,155621,50,0
36,33983,42,0
23,306601,40,3
24,270075,50,0
23,109430,40,0
24,187115,20,0
25,463667,8,0
24,52262,40,0
30,144064,62,0
26,147821,45,0
62,232719,50,0
36,268620,33,0
45,81132,40,2
31,323069,45,0
34,242984,48,0
65,172684,44,0
42,103932,40,0
27,431637,70,0
40,188942,40,1
53,170354,40,0
54,28518,50,0
30,193380,35,0
59,175942,45,0
42,53956,55,0
23,120773,40,0
28,96219,15,0
20,104164,40,0
22,190429,20,0
73,243030,30,0
47,228660,40,0
44,368757,40,0
40,220563,40,0
37,233571,37,0
39,187847,50,0
49,84298,40,0
44,254303,45,0
27,109611,37,0
50,189183,40,0
39,206951,40,0
41,282882,40,1
55,377061,40,0
53,209906,35,1
53,176059,50,0
31,279015,70,0
21,347292,40,0
30,277314,40,1
74,29887,10,0
53,341439,60,0
47,209460,47,0
60,114263,40,0
59,230899,40,0
37,271767,48,0
47,20956,40,0
49,39986,40,0
73,45784,11,0
58,126991,20,1
18,234648,15,1
35,207676,40,1
24,413345,50,0
62,122033,38,0
58,169611,40,0
51,90363,40,0
21,372636,40,1
30,340917,40,0
27,34273,36,0
25,161027,40,0
31,99844,45,3
31,207685,34,1
44,74680,50,0
52,334273,65,0
30,36069,40,0
29,100563,40,1
36,174308,40,0
54,109413,50,0
59,212600,40,0
55,271710,45,0
70,230816,30,0
22,103277,20,0
42,318947,40,0
36,187167,40,0
32,204742,40,0
44,282062,40,0
22,283510,45,1
25,280093,40,0
31,202729,50,0
33,205950,40,0
54,392286,50,0
42,119207,48,0
49,195554,44,0
30,173005,44,0
54,192862,45,0
39,164712,40,0
24,195808,40,0
21,199444,44,0
23,126346,30,1
54,177675,42,0
23,50341,20,0
39,237943,40,0
23,126945,25,0
67,92061,8,0
19,109938,40,2
41,267252,40,1
32,174704,40,1
57,124771,40,0
18,200603,30,0
60,165827,60,0
21,301199,40,0
53,215790,22,0
38,87556,55,0
21,111467,40,0
53,82646,55,0
24,162282,40,0
36,239074,40,0
29,214925,60,1
23,194247,40,0
44,211531,50,0
32,223267,48,0
25,201635,50,0
41,188738,27,0
18,133055,30,0
57,61761,45,0
62,103344,50,0
29,109814,40,0
19,225294,40,1
35,97277,65,0
52,146711,50,0
28,286452,40,0
38,20308,40,0
42,224203,40,1
41,225978,40,1
23,237720,38,0
31,156743,76,0
31,509364,45,0
46,144351,40,0
18,375515,20,0
57,103529,38,0
25,199472,38,0
32,348152,40,0
27,221166,40,0
46,341762,45,0
17,634226,17,0
43,159449,40,0
56,110238,40,0
19,458558,40,0
20,340217,40,0
42,155106,45,0
90,90523,99,0
25,122756,35,1
27,293828,40,1
48,299291,44,0
48,483261,40,1
27,122038,48,0
46,160647,38,0
32,106541,40,0
22,126945,40,0
24,188505,40,0
31,377850,65,0
20,193586,18,0
28,315417,40,0
40,57233,60,0
39,195253,40,0
54,172991,40,0
59,223215,42,0
17,95799,18,0
25,213385,80,0
49,202467,40,0
55,145574,60,0
39,147548,40,0
67,105216,16,0
28,77760,40,0
35,167990,40,0
44,167005,48,0
51,108435,47,0
55,56645,40,2
45,304973,78,0
32,42596,48,0
45,220641,40,0
45,101452,60,0
35,188888,40,0
55,168790,44,0
59,98361,40,0
22,401762,55,0
46,160187,35,1
23,203715,40,0
47,144351,45,0
34,420749,30,0
51,106151,40,0
40,362482,50,0
24,38151,12,0
20,42706,72,0
44,126199,50,0
26,165510,40,0
35,216068,38,0
23,215624,40,2
40,239708,50,0
49,199378,40,0
32,230420,45,0
28,395022,40,0
51,338620,60,0
62,210142,50,0
31,446358,40,0
47,352614,40,0
36,293528,3,0
44,55395,40,0
18,128538,20,0
46,428405,40,0
32,126838,40,0
51,136836,30,1
48,105838,45,0
28,139903,40,1
57,106103,60,0
33,186824,40,0
42,350387,15,0
17,142912,40,0
63,321403,40,1
31,114937,55,0
34,286689,30,0
35,147258,40,0
20,451996,40,0
36,149833,40,0
24,211968,24,0
33,287908,50,1
36,166549,40,0
31,25216,40,0
29,286452,40,0
47,162034,60,0
30,186932,75,0
34,82938,50,0
23,122048,40,0
33,118710,40,0
59,243226,40,0
67,268514,40,0
26,365289,40,0
27,165365,40,2
20,219266,36,0
24,283757,39,0
44,206553,40,0
31,113364,40,0
28,328949,60,0
19,83930,20,0
31,325355,40,0
20,131852,40,0
64,119506,15,0
47,100818,40,0
36,162302,35,0
48,182211,44,0
19,194205,40,0
22,141040,35,1
56,346033,40,0
22,177125,50,0
37,241174,99,0
57,130532,35,0
38,168496,50,0
34,362787,40,1
22,244771,40,1
38,48123,40,0
30,173858,40,2
32,207201,45,0
29,37933,40,1
56,33323,40,0
42,175943,35,0
66,306178,40,0
71,229110,33,0
20,113511,40,0
25,333677,36,0
42,236021,40,0
20,371089,40,0
61,115023,50,0
24,133586,40,0
51,91137,40,1
27,105598,40,0
41,352812,40,0
31,204829,40,0
39,247733,16,1
36,370585,40,1
51,103257,40,0
52,178915,40,0
49,54260,40,0
43,55395,40,0
45,233511,60,0
49,318331,40,0
19,195985,40,0
44,38876,40,0
67,81413,40,0
58,172618,45,0
36,174717,40,0
67,224984,16,0
61,423297,40,0
55,88856,40,1
23,169104,16,2
35,39207,40,0
35,340018,38,1
20,30796,10,0
51,155403,40,1
23,238092,40,0
39,225605,24,0
36,289148,40,0
47,339863,45,0
27,178778,80,0
29,568490,40,0
21,129345,40,0
18,447882,20,0
24,314165,20,0
39,382859,40,0
51,82504,40,0
47,149700,40,0
62,209844,30,0
49,62546,40,0
20,228686,40,0
24,326587,40,0
25,202091,40,0
54,310774,40,0
25,450246,40,0
20,84375,45,0
43,142444,55,0
26,82246,38,0
24,192766,40,0
18,53109,20,3
45,121836,40,0
45,298130,25,0
26,135645,40,0
47,265275,40,0
54,410114,40,0
21,232719,40,1
29,167716,99,0
68,107627,15,0
21,129674,48,1
28,114053,30,0
46,202560,40,0
35,219902,48,1
50,192654,25,0
48,238966,40,0
17,112942,40,0
59,153484,50,0
23,161874,40,1
53,260106,30,0
50,240374,40,0
32,251612,45,0
53,223696,56,4
52,176134,48,1
38,186959,50,0
43,456236,50,0
35,98948,32,0
41,166662,50,0
22,448626,40,0
39,167482,60,0
45,189792,40,0
31,399052,42,0
40,104196,40,0
47,152752,20,0
53,268545,40,1
53,148532,60,0
33,281784,52,1
24,225724,20,0
34,200192,40,0
46,170850,50,0
29,224858,60,0
61,159908,32,0
31,115488,40,0
29,1268339,40,1
42,195755,40,0
50,186272,40,0
34,181388,40,0
39,177181,40,0
74,91488,20,1
40,230961,40,0
75,309955,50,0
40,63042,40,0
36,29814,40,0
61,116230,40,0
42,167678,22,0
28,191088,40,0
19,63814,18,0
36,285865,32,1
33,160776,40,0
50,299831,40,0
47,162741,40,1
48,204990,33,1
60,171315,40,0
30,296462,30,1
32,103860,50,0
45,159816,35,0
51,96586,40,0
53,202720,75,1
34,202822,40,1
48,379883,40,0
68,123464,45,0
32,294121,50,0
63,179981,4,0
31,234387,40,1
58,154537,20,0
32,125856,60,0
32,156015,40,0
40,116632,80,0
50,124963,55,0
38,115215,40,0
30,254905,40,0
21,195532,40,0
28,190067,40,0
63,181828,48,0
32,203674,36,0
25,322585,45,0
59,246262,40,0
22,211129,10,0
49,139268,40,0
36,188540,40,0
31,251167,30,0
46,94809,30,0
37,265038,60,0
48,182566,40,1
43,220109,44,0
41,208470,40,0
54,28683,40,0
36,233571,4,0
29,24562,40,4
66,36364,40,0
59,168569,50,0
62,167098,40,0
29,271579,40,0
28,191355,45,0
27,31659,60,0
42,83411,40,0
60,40856,46,0
58,115605,50,0
27,132326,40,0
45,220213,40,0
50,172511,40,0
43,156745,40,1
39,218916,50,0
21,306114,20,0
24,196675,70,1
59,73411,30,0
36,184659,40,0
72,75890,4,2
35,320451,65,2
33,172498,40,0
30,131588,45,1
40,124520,50,0
26,93806,55,0
37,173192,40,1
68,198554,20,0
45,26502,72,0
56,225267,40,0
36,150042,40,0
50,211319,50,0
38,208358,40,0
29,58115,41,0
28,219267,28,0
39,129573,50,0
26,27834,40,0
52,415037,65,0
52,191529,40,0
84,132806,13,0
33,137059,10,0
46,102308,50,0
30,164309,35,0
38,40955,40,0
66,141085,8,0
62,258124,40,0
31,467579,40,1
31,145139,40,0
39,231141,40,0
60,146674,50,1
27,242207,40,0
37,102541,40,3
38,135416,40,0
25,267284,40,0
48,130812,40,0
42,183765,50,0
45,188823,50,0
22,200593,40,0
50,124094,40,0
21,50411,40,0
44,101689,40,0
60,73091,50,1
21,107801,6,0
51,176969,48,0
30,342709,40,0
46,368561,40,0
43,26915,45,0
57,157974,48,1
48,109832,40,0
39,116358,40,2
68,195881,40,0
33,183000,24,0
22,302347,40,0
18,151463,7,0
28,217200,50,0
32,31740,40,2
56,35520,42,0
36,369843,50,0
34,199227,55,0
18,144711,40,0
39,382802,40,1
25,254781,40,0
27,70657,35,0
56,50791,60,0
33,222162,40,0
49,94606,60,1
44,104196,84,0
30,455995,45,0
27,166210,50,0
25,198986,40,0
30,292465,40,0
38,99388,40,0
38,698363,40,0
46,154940,40,0
37,401998,20,0
62,162825,40,0
55,271795,40,0
47,134671,40,0
45,87583,14,0
50,248619,40,0
36,130200,40,0
45,178922,20,0
23,51985,38,0
37,125933,50,0
38,104280,55,0
27,617860,40,1
29,122112,50,0
45,181758,40,0
41,223671,55,0
38,140117,20,0
27,107458,40,0
51,215948,40,4
44,306440,40,0
33,615893,40,1
28,201186,40,1
32,37210,45,0
43,196084,55,0
45,166181,40,1
52,291096,40,0
24,232841,35,0
19,131982,40,0
47,408788,40,0
53,42924,50,0
31,181091,40,0
30,200246,40,0
56,282023,40,0
49,128990,40,0
38,106838,40,0
19,144750,18,0
39,108140,40,0
38,103323,40,0
47,268022,55,0
58,197114,40,0
27,191628,40,1
59,176118,40,0
24,42401,47,0
42,322385,40,0
53,123011,60,0
35,210945,50,0
36,130620,40,2
26,248990,40,0
33,132705,48,0
29,94892,40,0
43,141858,40,0
35,81232,50,0
48,114561,36,2
45,191776,40,0
43,128354,40,0
27,37088,30,0
21,414812,40,0
63,156799,4,0
39,33983,40,0
52,194995,55,0
41,73431,40,0
48,155664,70,0
27,182386,35,0
53,281074,40,0
33,248346,50,0
37,167482,35,0
18,171088,40,0
43,211763,24,1
20,122166,40,0
47,370119,50,0
36,138940,70,0
41,174575,45,0
67,101132,40,0
38,292307,40,1
47,248776,25,1
39,314007,40,0
34,213226,35,0
36,76845,35,1
24,148320,40,1
50,54261,84,0
21,223352,30,0
21,211013,50,0
40,209833,40,0
19,356272,25,0
38,143538,40,0
34,242960,50,0
44,263871,50,0
20,151105,25,0
44,207685,55,0
49,46537,10,0
45,84324,50,0
24,224716,40,0
34,186269,40,0
58,143731,72,0
39,236391,45,0
22,54560,40,0
38,266325,32,0
32,42900,50,0
45,183710,48,0
23,278254,45,1
35,119992,45,0
52,284329,45,0
55,368727,40,0
23,353696,40,0
22,31387,25,3
27,110931,40,0
24,169532,15,0
21,285522,40,0
49,198774,35,0
32,123291,40,0
64,146110,24,0
37,29814,50,0
61,195595,40,0
44,92649,40,0
53,290688,52,0
43,427382,50,0
60,234854,40,0
23,276568,40,0
25,250038,40,0
29,150861,40,0
51,87205,55,0
47,343579,12,0
20,94401,40,0
25,120238,40,0
27,205440,40,0
23,198996,40,0
18,294253,27,0
23,256628,32,0
59,223131,60,0
46,207301,37,0
66,270460,40,0
46,125457,38,1
36,212856,23,0
44,197389,40,0
17,73338,20,0
27,68037,45,0
32,185027,40,0
53,107123,40,1
22,109482,98,0
30,174543,40,0
47,208407,30,0
68,211584,40,0
39,108540,40,0
22,202416,40,0
62,160155,40,0
20,176178,35,0
21,265148,38,0
34,220631,50,0
30,303692,75,0
25,135845,40,0
23,199915,21,0
40,150533,40,0
26,85482,40,2
57,24473,40,0
36,272944,60,0
43,82077,40,2
49,194895,40,0
58,314153,40,0
32,176253,40,1
59,113959,45,0
42,167581,40,0
37,79586,40,2
40,166662,45,0
47,72896,40,0
56,345730,45,0
30,302473,40,0
42,42346,35,1
21,243921,40,0
21,131620,40,0
47,158924,40,0
22,32921,20,0
35,252897,40,0
41,155657,40,1
43,155106,53,0
60,82775,55,0
73,26248,30,0
90,88991,40,0
62,125155,38,0
28,218039,40,0
45,53524,40,0
19,259352,45,0
30,296453,35,0
19,278915,52,1
23,565313,80,1
22,274103,10,0
19,271118,28,0
45,207107,40,2
26,138597,25,1
42,180985,40,0
62,159939,35,0
61,110920,40,0
34,34862,60,3
22,163205,53,0
56,110003,40,0
32,229051,40,0
24,144898,40,0
26,211596,40,0
32,48458,45,1
58,201393,40,0
25,136450,35,0
23,193586,25,0
23,91189,40,0
54,227832,40,0
28,271936,35,0
35,61343,40,0
30,157778,25,0
23,201680,40,0
42,228320,50,0
72,33404,20,0
21,103205,40,0
37,279029,40,0
54,213092,40,0
58,126104,45,0
32,119124,40,0
65,31924,15,0
22,253799,45,0
52,266138,40,0
65,185001,20,0
33,34102,35,0
35,115214,65,0
27,289484,40,0
34,287908,42,1
53,158284,70,0
23,60668,40,0
43,222978,40,0
58,244605,40,0
38,150601,40,0
26,199143,50,0
60,131681,50,0
28,346406,50,0
33,391122,30,0
29,280344,40,0
54,188809,50,0
41,277488,36,0
63,181561,50,0
31,158545,27,0
23,313573,25,1
31,591711,40,1
41,268183,45,0
51,392286,40,0
59,233312,40,0
23,520231,45,0
24,186831,45,1
67,141085,20,0
65,198019,35,0
47,198660,40,0
21,409230,40,0
38,376025,40,0
55,80167,40,0
39,99357,40,0
24,82847,50,0
24,22201,40,2
38,275223,40,0
19,117595,24,0
32,207668,50,0
63,179981,60,0
18,192583,30,0
36,66304,45,0
41,200671,40,1
57,32365,40,0
48,28497,40,0
44,222978,40,0
25,160261,40,2
48,120724,50,0
20,91733,8,0
74,146929,55,0
44,205706,40,0
26,181666,40,0
54,279452,40,0
39,207568,48,0
38,22494,40,0
18,210026,40,0
32,190889,40,4
24,109869,40,0
19,285263,35,0
28,192588,40,0
28,232945,30,4
49,31339,40,0
50,305147,40,0
63,188914,40,1
58,141165,50,0
68,136218,15,0
41,371382,40,1
21,199177,40,0
27,221366,50,0
24,403671,40,0
50,193871,40,0
47,306183,44,0
64,159938,40,0
54,124194,40,0
28,69847,30,2
26,169323,40,0
35,172327,42,0
48,118889,15,0
50,166220,40,0
39,186420,40,0
46,192779,45,0
41,105616,48,1
24,141113,40,0
57,160275,40,0
32,164507,40,0
41,207578,50,1
55,314592,40,0
41,254630,80,0
69,159522,40,1
22,112130,40,1
45,192835,40,0
33,206280,40,1
57,308861,40,0
38,93206,65,2
40,206066,50,0
48,309895,40,0
38,216129,35,1
26,287420,60,0
24,163595,40,0
35,170092,20,1
37,287031,75,0
42,59474,40,0
37,99151,40,0
37,206888,50,0
28,177119,80,0
22,173736,40,0
24,182163,40,0
45,311080,40,0
29,389857,50,0
23,297152,25,1
24,130534,40,0
25,137301,40,0
58,316235,32,0
28,32922,60,0
58,118303,35,0
18,188241,16,0
59,236731,40,0
39,209397,40,0
53,290640,50,0
54,221915,65,0
51,175246,50,0
59,159724,55,0
42,160369,40,0
36,461337,40,0
37,187311,60,0
32,29312,40,0
38,197365,50,0
19,301747,30,0
55,135439,48,0
30,340917,40,0
27,155057,50,0
65,200749,25,0
44,323627,5,0
23,154921,50,0
32,131425,50,0
60,184242,20,0
28,149769,40,2
44,124924,40,0
29,253003,16,0
57,250976,40,0
41,104196,60,0
34,250182,60,0
44,188331,42,0
44,187322,40,0
57,130714,22,0
37,40955,30,0
35,107125,16,0
51,145714,50,0
27,133937,45,0
41,293485,40,0
28,203260,8,0
37,143368,60,0
18,51789,8,0
24,211049,20,0
53,81794,40,0
40,139193,48,0
54,150999,60,0
22,332657,40,0
44,240043,30,1
43,186188,45,0
58,223400,20,0
59,102442,45,0
31,236599,45,0
35,283237,40,0
17,150106,20,0
45,102076,32,0
40,374764,40,0
35,32528,45,0
25,50053,45,0
58,212864,40,0
39,30673,50,0
69,248248,34,2
23,419554,54,0
32,177216,40,0
48,118158,44,0
41,116391,40,0
74,194312,10,0
43,111895,50,0
18,193290,20,0
24,287988,40,0
58,147653,32,0
54,117674,40,0
60,187458,40,0
28,410351,40,0
41,207578,40,0
62,55621,35,1
27,271243,40,1
30,188798,20,0
63,168656,35,1
33,460408,50,0
34,241885,45,0
20,133061,40,0
51,194097,40,0
21,219137,25,1
50,31621,40,0
43,207685,40,0
27,57052,40,0
19,109854,40,0
20,369678,43,4
17,53611,6,0
47,344916,40,1
25,198813,40,1
71,180733,20,0
21,188073,40,1
69,159077,48,0
48,174829,40,0
57,142791,3,0
58,43221,40,0
34,188736,20,4
33,222654,66,0
56,251836,40,0
40,112388,40,0
28,209641,32,0
42,313945,40,0
19,134974,20,0
41,152742,40,0
28,153291,35,0
40,353432,35,0
23,96635,30,2
46,202560,40,0
39,150057,50,0
39,114844,50,0
45,132847,40,0
21,41356,35,0
50,93705,40,0
33,309350,40,0
34,123084,40,0
55,174662,32,0
62,177295,40,0
31,211880,40,0
35,454915,40,0
30,232475,40,0
57,244605,50,0
50,150876,55,1
51,257337,50,0
47,329144,45,0
37,116960,45,0
58,267663,40,0
39,47871,50,0
34,295922,40,0
45,175625,38,0
19,129586,40,0
42,190179,40,0
40,168071,40,0
39,202027,50,0
36,202662,40,0
56,101436,35,3
19,119234,15,0
37,360743,40,1
60,93272,40,0
56,145574,40,0
51,101722,47,3
34,135785,36,0
23,218415,10,0
19,127709,30,1
37,448337,40,1
58,310320,40,0
33,251521,35,0
39,255503,40,0
36,116608,40,0
26,71009,40,2
22,174975,36,0
32,108023,40,0
17,204018,15,0
57,366563,40,0
68,121846,20,3
70,278139,40,0
30,114691,40,0
19,536725,15,0
51,94432,40,0
19,286002,30,0
47,101684,40,0
41,352834,55,0
36,99146,40,0
30,231413,40,0
26,158846,45,0
41,190786,20,0
25,306513,45,0
62,152148,40,0
23,309580,40,0
26,130832,10,0
25,194897,40,3
30,130078,45,0
48,39986,40,0
20,379198,40,4
51,189762,15,0
19,178147,10,0
31,332379,40,0
36,175759,50,0
21,262062,40,0
40,275446,40,1
30,278522,40,1
28,54683,40,0
57,136107,40,1
18,205894,15,0
54,210736,40,0
32,166634,40,1
52,185283,40,0
27,180553,40,0
45,199058,48,0
18,145005,20,0
37,184655,35,0
52,358554,40,1
59,307423,50,1
27,472070,40,0
43,115562,40,0
56,32446,40,0
44,33121,72,0
37,183345,45,0
28,119793,50,0
48,97883,25,0
58,31732,50,0
29,206250,45,0
37,103323,40,0
35,135436,50,0
36,376455,38,0
52,160703,48,0
30,131699,40,0
22,243842,40,0
55,349910,60,0
61,170262,38,0
33,184306,30,0
46,224202,50,0
64,151540,16,0
28,231197,40,0
19,279968,42,0
36,162651,40,0
43,130126,40,0
39,160120,40,4
56,161662,42,0
24,201664,40,0
40,137142,60,0
45,122206,50,0
56,183169,40,0
46,126513,40,1
35,185053,40,0
36,408427,60,0
50,198581,50,0
61,199198,21,1
31,184306,60,0
63,172740,40,0
41,205153,40,0
48,164964,40,0
45,162606,35,0
24,179627,40,0
34,103408,40,1
27,36440,40,0
26,57512,48,0
27,187981,40,0
55,393768,40,0
38,108726,40,0
31,180551,40,0
51,176240,40,0
56,70720,40,0
39,35890,40,0
50,283676,40,0
34,105540,40,0
44,408717,50,0
21,57916,40,0
37,177974,70,0
34,177304,40,0
18,115839,30,0
34,205256,80,0
38,117802,65,0
19,211355,12,0
46,173243,40,0
19,343200,25,0
22,401690,20,0
38,196123,50,0
33,168981,50,0
83,213866,8,0
34,55176,40,0
38,153976,40,0
33,119176,40,0
27,169117,40,1
38,156550,60,0
25,109609,25,0
38,26698,40,0
52,236497,48,0
33,306309,50,0
17,242773,20,0
28,124680,60,0
52,43909,40,1
34,112820,40,0
25,148300,15,0
17,133449,26,1
22,263670,80,1
22,276494,40,1
46,190115,40,0
58,317479,40,1
39,151248,35,0
59,130532,40,0
61,160062,40,0
32,299635,45,0
50,171225,40,2
51,33304,40,0
43,95634,45,2
20,243878,40,0
38,181721,40,1
44,201435,40,1
28,334032,50,0
50,220019,40,0
53,71772,50,0
42,27661,45,0
47,191411,45,2
39,123945,40,0
38,37778,60,0
34,171216,50,0
40,93955,40,0
63,163809,20,0
53,346754,40,0
43,188436,48,0
28,72443,60,0
68,186350,10,0
22,214238,40,0
46,394860,38,0
57,262642,40,0
38,125550,35,0
66,192504,40,0
29,131310,40,0
54,249322,50,0
38,172755,40,0
35,209993,8,0
30,166961,37,0
39,315291,40,1
31,284703,40,1
50,166565,50,0
30,173854,60,0
25,189219,40,0
24,210781,40,0
59,171328,40,1
45,199832,15,0
64,251292,20,0
61,122246,40,0
42,190767,40,0
28,278736,40,0
53,124963,40,0
33,167476,7,0
34,246104,40,1
41,171615,48,0
67,264095,24,0
46,177114,27,0
32,146154,40,0
41,198196,40,0
30,79712,40,4
54,154785,50,0
33,182423,40,1
20,347292,32,0
34,118584,40,0
20,219835,30,0
17,148769,40,1
45,197418,48,0
21,253190,40,0
25,192273,40,0
38,129573,41,0
17,173807,15,0
35,217893,30,0
38,102938,40,0
48,407495,56,0
25,50053,40,1
57,233382,40,0
32,270968,50,0
39,272166,30,1
23,199915,35,0
21,305781,45,0
47,107682,48,0
25,188507,40,0
18,28311,35,0
41,197069,40,1
19,177839,15,0
24,77665,42,0
57,127728,50,0
51,172175,40,0
32,106742,40,0
28,192838,45,0
40,79531,75,0
21,337766,20,0
45,33234,40,0
17,34088,25,0
55,176904,50,0
42,172148,40,1
49,199058,38,0
38,48093,40,0
50,143664,40,0
47,168337,48,0
43,195212,40,1
39,230329,40,0
42,376072,30,0
32,430175,50,1
44,240628,40,0
50,158294,80,0
55,28735,45,3
37,167482,40,0
59,113203,40,0
56,103948,40,0
33,310525,32,1
35,105138,40,0
44,153489,40,0
57,254949,40,0
31,118149,40,1
18,267965,15,0
43,50646,70,0
33,147700,40,4
18,446771,25,0
47,168262,40,0
53,117058,40,0
59,140957,35,0
35,186126,38,0
49,268234,40,0
26,485117,40,0
25,31350,60,0
36,210830,30,0
29,196420,45,0
52,172165,25,0
50,186565,50,0
22,119359,40,2
44,109684,40,0
32,169589,40,0
49,125421,38,0
31,500002,45,0
33,224141,40,0
50,113290,15,0
62,123992,40,0
26,58098,40,0
46,37672,15,0
55,198145,40,0
49,35406,20,0
22,199419,40,0
43,145441,38,0
58,238438,42,0
48,212954,40,0
21,56582,50,0
67,176931,20,0
39,188571,40,0
52,312500,40,0
25,278404,40,0
27,114225,60,0
18,184016,20,0
41,183009,40,1
59,205759,50,0
23,462294,44,1
42,102085,15,0
54,83311,30,0
39,248694,60,0
57,190747,40,0
51,162988,25,0
31,156890,40,0
24,310380,45,1
35,172186,40,0
26,311497,40,0
42,443508,45,0
31,152156,45,0
46,155890,40,0
38,312528,37,0
51,282744,40,0
27,205145,40,0
33,119918,45,1
22,401451,48,0
72,173427,40,0
25,189027,40,0
58,35551,70,0
23,42706,45,0
63,106910,19,2
23,53245,40,0
51,221672,50,0
75,71898,48,2
52,222107,50,0
69,277588,10,0
52,178983,40,0
40,391744,40,1
34,418020,50,0
21,39236,8,0
30,86808,40,0
46,147640,40,3
21,184756,16,0
44,191256,40,0
51,105943,40,0
40,101272,32,0
33,175023,37,0
22,357612,60,0
23,82777,30,0
75,218521,30,0
55,179534,40,0
24,33339,20,0
45,148549,56,0
31,198069,24,0
49,236586,40,0
26,167261,40,0
61,160942,50,0
44,107584,50,0
28,251854,40,1
79,163140,40,0
51,302579,30,1
44,64632,60,0
24,83141,40,0
46,326048,40,0
36,83471,20,2
23,170070,38,0
25,207875,40,0
48,119722,8,1
18,335665,24,1
25,212522,40,0
19,42069,45,0
26,131777,40,0
33,236396,35,0
42,159911,40,0
22,133833,40,0
36,226947,40,0
33,174201,40,0
34,49707,70,0
33,201988,45,0
62,162347,15,0
30,182833,40,1
22,383603,40,0
